body_0_angvel_x,body_0_angvel_y,body_0_angvel_z,body_1_angvel_x,body_1_angvel_y,body_1_angvel_z,body_2_angvel_x,body_2_angvel_y,body_2_angvel_z,body_3_angvel_x,body_3_angvel_y,body_3_angvel_z,body_4_angvel_x,body_4_angvel_y,body_4_angvel_z,body_5_angvel_x,body_5_angvel_y,body_5_angvel_z,body_6_angvel_x,body_6_angvel_y,body_6_angvel_z,body_7_angvel_x,body_7_angvel_y,body_7_angvel_z,body_8_angvel_x,body_8_angvel_y,body_8_angvel_z,body_9_angvel_x,body_9_angvel_y,body_9_angvel_z,body_10_angvel_x,body_10_angvel_y,body_10_angvel_z,body_11_angvel_x,body_11_angvel_y,body_11_angvel_z,body_12_angvel_x,body_12_angvel_y,body_12_angvel_z,body_13_angvel_x,body_13_angvel_y,body_13_angvel_z
0.003797,0.000467,0.013829,-0.004800,0.003888,0.012379,0.004009,0.000151,0.002708,-0.017979,0.017099,0.007208,0.011039,0.002275,0.017164,0.009225,0.000266,0.003981,-0.002954,0.006125,0.005363,0.002978,0.004250,0.006258,-0.006257,0.013082,0.006746,-0.000297,0.005893,0.007761,-0.000898,0.015788,-0.078728,0.006904,0.000476,-0.003402,-0.013889,0.025636,0.006779,-0.011613,0.036207,0.011552
0.005207,0.000605,0.017271,-0.007646,0.004333,0.015598,0.006574,0.000430,0.001946,-0.014205,0.012136,0.006225,0.013104,0.001667,0.020163,0.010208,0.001351,0.005072,-0.001313,0.005598,0.004467,0.003614,0.005167,0.002228,-0.007050,0.018560,0.000678,0.001114,0.010999,-0.003633,0.001376,0.019225,-0.090814,0.005259,0.006257,-0.002014,-0.018179,0.021515,-0.000420,-0.015893,0.034315,0.000420
0.005889,0.000794,0.016782,-0.009691,0.003896,0.015129,0.008996,0.001071,-0.000699,-0.007549,0.004182,0.002755,0.014065,0.000909,0.020299,0.008779,0.002681,0.004833,0.000539,0.005140,0.003075,0.003838,0.006404,-0.003914,-0.007647,0.023055,-0.006921,0.001928,0.016327,-0.017747,-0.003450,0.010838,-0.123935,0.003170,0.009217,-0.002577,-0.020081,0.018234,-0.008944,-0.019615,0.032599,-0.012722
0.005837,0.001191,0.012239,-0.008919,0.003172,0.010493,0.010930,0.002301,-0.003350,-0.001267,-0.002382,-0.000962,0.013468,0.000191,0.016992,0.006131,0.003471,0.003449,0.002969,0.003826,0.001858,0.003628,0.007265,-0.009615,-0.008123,0.026712,-0.013246,0.001526,0.021069,-0.026978,-0.010935,0.000165,-0.156723,0.001434,0.008091,-0.004074,-0.019880,0.015961,-0.015814,-0.022519,0.030712,-0.024242
0.005567,0.001859,0.005802,-0.004299,0.002900,0.003268,0.012704,0.004213,-0.002733,0.002802,-0.005291,-0.001371,0.011594,-0.000262,0.011445,0.003892,0.003233,0.001910,0.005343,0.001416,0.001698,0.003129,0.006773,-0.012267,-0.007899,0.029497,-0.015635,-0.000199,0.024582,-0.024001,-0.013607,-0.001342,-0.162757,0.000633,0.004903,-0.004357,-0.018121,0.013437,-0.018890,-0.024034,0.027244,-0.031105
0.005420,0.002557,0.000175,0.002867,0.003199,-0.004313,0.014638,0.006478,0.002375,0.005283,-0.005910,0.002836,0.009308,-0.000335,0.005457,0.002574,0.002270,0.000909,0.005892,-0.001002,0.002731,0.002489,0.004679,-0.011413,-0.006461,0.031148,-0.014019,-0.002949,0.026882,-0.008390,-0.005428,0.014583,-0.126192,0.000687,0.002440,-0.002777,-0.015611,0.009415,-0.018651,-0.023872,0.021231,-0.033025
0.005206,0.002842,-0.003175,0.009931,0.003682,-0.010786,0.015974,0.008293,0.008944,0.007443,-0.007073,0.008641,0.007534,-0.000096,0.000198,0.001767,0.001345,0.000352,0.003481,-0.002071,0.004165,0.001862,0.001885,-0.008637,-0.004001,0.031636,-0.010785,-0.006209,0.028607,0.012846,0.014316,0.048454,-0.050543,0.000983,0.001759,-0.000903,-0.013259,0.003808,-0.018002,-0.022265,0.013023,-0.032906
0.004773,0.002475,-0.004556,0.015400,0.004221,-0.015701,0.014893,0.008863,0.011815,0.008977,-0.010177,0.010988,0.006636,0.000299,-0.003890,0.001201,0.001083,-0.000163,-0.000755,-0.001724,0.005045,0.001487,-0.000073,-0.005440,-0.001416,0.031471,-0.008067,-0.009243,0.030334,0.030754,0.040906,0.092298,0.045225,0.000897,0.001898,-0.000963,-0.011820,-0.002282,-0.020185,-0.019658,0.003636,-0.034474
0.004672,0.001687,-0.005479,0.019994,0.005243,-0.019148,0.010018,0.008094,0.008241,0.008362,-0.014433,0.007246,0.006239,0.000752,-0.006734,0.001077,0.001753,-0.000789,-0.004029,-0.001546,0.004916,0.001631,0.000047,-0.002347,0.000280,0.031496,-0.006240,-0.010969,0.031928,0.039487,0.067221,0.133156,0.136687,0.000234,0.001452,-0.003854,-0.011790,-0.007376,-0.027265,-0.016201,-0.006401,-0.039637
0.005869,0.000975,-0.007413,0.025138,0.007170,-0.021339,0.002152,0.006756,0.000010,0.005325,-0.018074,-0.000826,0.005798,0.001246,-0.008517,0.001638,0.003311,-0.001253,-0.004160,-0.003828,0.003948,0.002442,0.002331,-0.000045,0.000792,0.032138,-0.005113,-0.010247,0.032543,0.037990,0.086848,0.158675,0.203136,-0.000664,0.000011,-0.008133,-0.013094,-0.010661,-0.039637,-0.011237,-0.017461,-0.047585
0.008809,0.000655,-0.010657,0.030756,0.009805,-0.022467,-0.005651,0.005937,-0.008718,0.001910,-0.019403,-0.009274,0.005190,0.001791,-0.009607,0.002620,0.005339,-0.001108,-0.001181,-0.009946,0.002666,0.003839,0.005416,0.000267,0.000857,0.032626,-0.005058,-0.006778,0.031136,0.029509,0.095587,0.162068,0.233987,-0.001244,-0.001986,-0.010951,-0.014484,-0.012383,-0.054572,-0.003197,-0.029946,-0.054639
0.012854,0.000596,-0.014249,0.034757,0.012380,-0.022674,-0.010213,0.006293,-0.014852,0.000438,-0.017001,-0.015209,0.004694,0.002403,-0.010385,0.002857,0.007176,-0.000408,0.002685,-0.018287,0.001414,0.005549,0.007343,-0.001548,0.001478,0.031167,-0.006122,-0.001721,0.027122,0.019390,0.092047,0.144328,0.230706,-0.001170,-0.004303,-0.010526,-0.013696,-0.013152,-0.064835,0.009168,-0.042583,-0.054637
0.016726,0.000318,-0.017060,0.034905,0.014079,-0.022228,-0.010454,0.007737,-0.017503,0.001273,-0.010399,-0.017811,0.004653,0.003151,-0.011271,0.000627,0.008509,-0.000285,0.004003,-0.023058,-0.000159,0.007590,0.007136,-0.003783,0.003106,0.026515,-0.007139,0.003105,0.021047,0.011906,0.078110,0.113011,0.203346,-0.000273,-0.007083,-0.007550,-0.008971,-0.013122,-0.062012,0.024696,-0.051757,-0.042383
0.019472,-0.000645,-0.018897,0.031214,0.014541,-0.021822,-0.007670,0.009708,-0.016794,0.003381,-0.001327,-0.017159,0.005287,0.004119,-0.012835,-0.004869,0.009792,-0.002374,0.000050,-0.017422,-0.002980,0.010840,0.005540,-0.004517,0.005878,0.019578,-0.006798,0.006874,0.014782,0.008546,0.058518,0.078321,0.164339,0.001833,-0.009983,-0.004036,-0.000667,-0.012138,-0.043860,0.039231,-0.053378,-0.019027
0.021109,-0.002430,-0.020533,0.026384,0.014001,-0.022482,-0.004540,0.011546,-0.012976,0.006214,0.006467,-0.013466,0.006593,0.005266,-0.015623,-0.012088,0.011748,-0.007213,-0.008474,-0.000887,-0.007548,0.016768,0.004207,-0.003264,0.010372,0.012947,-0.004946,0.010425,0.010611,0.008822,0.038871,0.048434,0.123629,0.005651,-0.011857,-0.001416,0.009063,-0.010357,-0.016979,0.048165,-0.045946,0.007592
